338,13.13,10.91,10.97,10.58,12.89,10.03,11.06,11.48,10.5,12.09
339,10.91,10.97,10.58,12.89,10.03,11.06,11.48,10.5,12.09,8.88
340,10.97,10.58,12.89,10.03,11.06,11.48,10.5,12.09,8.88,8.12
341,10.58,12.89,10.03,11.06,11.48,10.5,12.09,8.88,8.12,8.18
342,12.89,10.03,11.06,11.48,10.5,12.09,8.88,8.12,8.18,11.59
343,10.03,11.06,11.48,10.5,12.09,8.88,8.12,8.18,11.59,7.36
344,11.06,11.48,10.5,12.09,8.88,8.12,8.18,11.59,7.36,7.5
345,11.48,10.5,12.09,8.88,8.12,8.18,11.59,7.36,7.5,6.63
346,10.5,12.09,8.88,8.12,8.18,11.59,7.36,7.5,6.63,6
347,12.09,8.88,8.12,8.18,11.59,7.36,7.5,6.63,6,6.3
348,8.88,8.12,8.18,11.59,7.36,7.5,6.63,6,6.3,5.5
349,8.12,8.18,11.59,7.36,7.5,6.63,6,6.3,5.5,4.76
350,8.18,11.59,7.36,7.5,6.63,6,6.3,5.5,4.76,5.04
351,11.59,7.36,7.5,6.63,6,6.3,5.5,4.76,5.04,6.03
352,7.36,7.5,6.63,6,6.3,5.5,4.76,5.04,6.03,4.51
353,7.5,6.63,6,6.3,5.5,4.76,5.04,6.03,4.51,3.27
354,6.63,6,6.3,5.5,4.76,5.04,6.03,4.51,3.27,6.27
355,6,6.3,5.5,4.76,5.04,6.03,4.51,3.27,6.27,4.52
356,6.3,5.5,4.76,5.04,6.03,4.51,3.27,6.27,4.52,4.58
357,5.5,4.76,5.04,6.03,4.51,3.27,6.27,4.52,4.58,4.52
358,4.76,5.04,6.03,4.51,3.27,6.27,4.52,4.58,4.52,3.51
359,5.04,6.03,4.51,3.27,6.27,4.52,4.58,4.52,3.51,2.74
360,6.03,4.51,3.27,6.27,4.52,4.58,4.52,3.51,2.74,2.53
361,4.51,3.27,6.27,4.52,4.58,4.52,3.51,2.74,2.53,4.76
362,3.27,6.27,4.52,4.58,4.52,3.51,2.74,2.53,4.76,5.51
363,6.27,4.52,4.58,4.52,3.51,2.74,2.53,4.76,5.51,4.26
364,4.52,4.58,4.52,3.51,2.74,2.53,4.76,5.51,4.26,3.99
365,4.58,4.52,3.51,2.74,2.53,4.76,5.51,4.26,3.99,3.26
366,4.52,3.51,2.74,2.53,4.76,5.51,4.26,3.99,3.26,2.53
367,3.51,2.74,2.53,4.76,5.51,4.26,3.99,3.26,2.53,3.25
368,2.74,2.53,4.76,5.51,4.26,3.99,3.26,2.53,3.25,3.01
369,2.53,4.76,5.51,4.26,3.99,3.26,2.53,3.25,3.01,5.01
370,4.76,5.51,4.26,3.99,3.26,2.53,3.25,3.01,5.01,2.26
371,5.51,4.26,3.99,3.26,2.53,3.25,3.01,5.01,2.26,2.51
372,4.26,3.99,3.26,2.53,3.25,3.01,5.01,2.26,2.51,2.75
373,3.99,3.26,2.53,3.25,3.01,5.01,2.26,2.51,2.75,3.27
374,3.26,2.53,3.25,3.01,5.01,2.26,2.51,2.75,3.27,2.26
375,2.53,3.25,3.01,5.01,2.26,2.51,2.75,3.27,2.26,2.49
376,3.25,3.01,5.01,2.26,2.51,2.75,3.27,2.26,2.49,2.51
377,3.01,5.01,2.26,2.51,2.75,3.27,2.26,2.49,2.51,2.51
378,5.01,2.26,2.51,2.75,3.27,2.26,2.49,2.51,2.51,1.75
379,2.26,2.51,2.75,3.27,2.26,2.49,2.51,2.51,1.75,1.75
380,2.51,2.75,3.27,2.26,2.49,2.51,2.51,1.75,1.75,1.5
381,2.75,3.27,2.26,2.49,2.51,2.51,1.75,1.75,1.5,1.26
382,3.27,2.26,2.49,2.51,2.51,1.75,1.75,1.5,1.26,1.5
383,2.26,2.49,2.51,2.51,1.75,1.75,1.5,1.26,1.5,1.5
384,2.49,2.51,2.51,1.75,1.75,1.5,1.26,1.5,1.5,1.25
385,2.51,2.51,1.75,1.75,1.5,1.26,1.5,1.5,1.25,1.25
386,2.51,1.75,1.75,1.5,1.26,1.5,1.5,1.25,1.25,1.5
387,1.75,1.75,1.5,1.26,1.5,1.5,1.25,1.25,1.5,1.25
388,1.75,1.5,1.26,1.5,1.5,1.25,1.25,1.5,1.25,1.75
389,1.5,1.26,1.5,1.5,1.25,1.25,1.5,1.25,1.75,1.5
390,1.26,1.5,1.5,1.25,1.25,1.5,1.25,1.75,1.5,1.25
391,1.5,1.5,1.25,1.25,1.5,1.25,1.75,1.5,1.25,2
392,1.5,,,,,,,,,
393,1.25,,,,,,,,,
394,1.25,,,,,,,,,
395,1.5,,,,,,,,,
396,1.25,,,,,,,,,
397,1.75,,,,,,,,,
398,1.5,,,,,,,,,
399,1.25,,,,,,,,,
400,2,,,,,,,,,
